pvsnr,vsnr,vm,aktiv,spartek,vtr_dau,vtrweg,STORNGRD,gesbeitr,SDANZAHL,SCHAGESA,KOSTGESA,KOSTGEKA,kosten_verw,kosten_prov,plz,alter,SDBEITR5,HSN,KILOMETERSTAND,end_year,end_month,end_day,beg_year,beg_month,beg_day,gfeld_c,ort_id,anr_no,gender_id,plz_id,Customer_beg_year,Electric,car_model
26171474,26171474-002,00 000 1383,0,3,360.0,4,,"24,80",0.0,"0,00","0,00","0,00","2,71","1,92",78224,58.0,"24,46",900.0,,2025.0,3.0,1.0,2024,3,6,70270,1971,71296,2,1656,2023.0,1,0
25880975,25880975-001,00 000 0910,1,3,1.083,1,,"186,73",0.0,"0,00","0,00","0,00","77,49","33,88",21526,30.0,"403,30",603.0,178.188,,,,2022,4,13,70270,505,71296,2,14988,2022.0,1,616
24182805,24182805-005,00 000 5403,0,3,354.0,2,999.0,"24,80",0.0,"0,00","0,00","0,00","2,46","2,49",17194,39.0,"24,04",6948.0,,2025.0,3.0,1.0,2024,3,12,70270,8826,71295,1,1809,2015.0,1,0
26932025,26932025-001,00 000 1366,0,2,277.0,4,,"19,60",0.0,"0,00","0,00","0,00","1,64","1,15",26909,36.0,"14,86",2193.0,,2025.0,3.0,1.0,2024,5,28,70270,8713,71295,1,5427,2024.0,1,0
27076738,27076738-001,00 000 4700,1,3,89.0,2,,124.3,0.0,0,0,0,3.03,3.34,99631,47.0,"31,08",1844.0,77.0,,,,2025,1,1,70270,7347,71296,2,6520,2024.0,1,933
25833995,25833995-001,00 000 1357,0,3,371.0,4,,"41,71",0.0,"0,00","0,00","0,00","7,33","4,20",48455,71.0,"55,41",603.0,380.0,2023.0,1.0,25.0,2022,1,19,70270,1595,71295,1,10413,2022.0,1,2140
25790286,25790286-002,00 000 4162,1,2,1.185,2,,"487,98",0.0,"0,00","0,00","0,00","180,37","164,58",38122,998.0,"1.527,29",603.0,,,,,2022,1,1,70271,933,71297,3,5710,2022.0,1,976
27164396,27164396-001,00 000 4159,1,2,89.0,2,,214.48,0.0,0,0,0,6.13,5.95,7749,49.0,"53,62",1889.0,98.0,,,,2025,1,1,70270,1564,71296,2,8436,2025.0,1,124
26939914,26939914-001,12 237 9339,0,2,268.0,2,999.0,"35,28",0.0,"0,00","0,00","0,00","2,89","2,74",47533,41.0,"25,97",2115.0,,2025.0,3.0,1.0,2024,6,6,70270,180,71295,1,1670,2024.0,1,0
25939892,25939892-001,00 000 4982,0,2,75.0,2,36.0,"587,65",0.0,"0,00","0,00","0,00","15,73","14,08",52477,35.0,"128,82",603.0,198.0,2022.0,10.0,18.0,2022,8,4,70270,1102,71295,1,731,2022.0,1,616
7141022,07141022-012,00 000 0714,0,2,365.0,1,999.0,"39,30",0.0,"0,00","0,00","0,00","6,82","3,32",25884,79.0,"39,30",2274.0,,2025.0,3.0,1.0,2024,3,1,70270,50,71295,1,42,1974.0,1,0
27140966,27140966-001,00 000 1357,1,1,89.0,4,,484.06,0.0,0,0,0,15.2,9.11,90542,59.0,"121,02",8566.0,51.0,,,,2025,1,1,70270,2971,71296,2,2811,2025.0,1,1640
26365917,26365917-001,00 000 7301,0,3,233.0,2,36.0,"66,97",1.0,"817,05","817,05","820,17","4,37","4,42",16359,46.0,"42,79",603.0,155.5,2024.0,8.0,21.0,2024,1,1,70270,6194,71295,1,6346,2024.0,1,293
26374148,26374148-001,00 000 4516,1,2,508.0,2,,"233,33",0.0,"0,00","0,00","0,00","50,00","46,93",69120,43.0,"440,00",1860.0,59.8,,,,2023,11,9,70270,1335,71295,1,4369,2023.0,1,63
26878975,26878975-001,00 000 7301,0,1,245.0,2,31.0,"230,96",0.0,"0,00","0,00","0,00","15,18","16,95",41065,36.0,"153,97",5984.0,32.033,2025.0,1.0,1.0,2024,5,1,70270,775,71296,2,11736,2024.0,1,5
24588970,24588970-002,00 000 6255,1,2,495.0,2,,"34,12",0.0,"0,00","0,00","0,00","4,86","4,60",27333,60.0,"43,07",9881.0,,,,,2023,11,22,70270,9217,71296,2,6900,2017.0,1,44
25940518,25940518-003,00 000 0128,1,2,263.0,1,,"317,03",0.0,"0,00","0,00","0,00","40,53","19,71",24894,37.0,"233,60",603.0,,,,,2024,7,11,70271,381,71295,1,15564,2022.0,1,757
23704075,23704075-004,00 000 1516,0,2,365.0,1,999.0,"35,28",0.0,"0,00","0,00","0,00","6,12","2,98",25337,39.0,"35,28",1955.0,,2025.0,3.0,1.0,2024,3,1,70270,442,71296,2,112,2010.0,1,0
25910870,25910870-001,00 000 1357,0,2,99.0,4,,"531,80",0.0,"0,00","0,00","0,00","19,04","10,89",84478,46.0,"143,29",5.0,182.0,2022.0,9.0,20.0,2022,6,13,70270,3525,71295,1,8791,2022.0,1,120
26349290,26349290-001,00 000 1357,0,2,365.0,4,,"237,64",0.0,"0,00","0,00","0,00","26,96","18,26",55435,80.0,"237,64",1844.0,65.0,2025.0,3.0,4.0,2024,3,4,70270,3410,71295,1,3355,2024.0,1,3
26365910,26365910-003,00 000 7848,0,1,366.0,2,32.0,"429,56",0.0,"0,00","0,00","0,00","37,41","41,78",57223,25.0,"379,44",3333.0,,2025.0,1.0,1.0,2024,1,1,70270,3268,71295,1,3177,2024.0,1,2135
26376946,26376946-001,00 000 6506,0,2,418.0,2,311.0,"174,53",0.0,"0,00","0,00","0,00","22,62","21,24",34466,60.0,"200,60",7107.0,23.8,2025.0,1.0,1.0,2023,11,10,70270,1460,71295,1,1110,2023.0,1,990
26262872,26262872-001,00 000 1935,0,2,234.0,1,999.0,"19,60",0.0,"0,00","0,00","0,00","2,18","1,06",23858,34.0,"12,58",1958.0,,2025.0,3.0,1.0,2024,7,10,70270,447,71296,2,150,2024.0,1,0
25258891,25258891-001,00 000 8037,0,3,244.0,2,999.0,"17,40",0.0,"0,00","0,00","0,00","1,32","1,22",44536,66.0,"11,60",1983.0,,2024.0,3.0,1.0,2023,7,1,70270,1313,71295,1,2091,2020.0,1,0
23947810,23947810-006,00 000 1560,0,2,364.0,1,36.0,"276,53",0.0,"0,00","0,00","0,00","45,41","22,09",25421,43.0,"261,69",1313.0,156.0,2025.0,3.0,13.0,2024,3,14,70270,215,71295,1,169,2013.0,1,845
26108255,26108255-001,00 000 1362,0,2,300.0,4,,"461,90",1.0,"0,00","0,00","0,00","46,57","30,41",50676,30.0,"381,07",5.0,158.0,2023.0,10.0,28.0,2023,1,1,70270,1104,71295,1,4277,2023.0,1,115
25101749,25101749-002,00 000 1357,1,1,69.0,4,,596.41,0.0,0,0,0,14.57,8.73,21224,36.0,"115,97",1313.0,161.0,,,,2025,1,21,70270,1028,71296,2,657,2019.0,1,288
25835088,25835088-001,00 000 9240,0,3,944.0,2,36.0,"57,62",0.0,"0,00","0,00","0,00","15,52","14,85",90763,46.0,"140,35",35.0,105.0,2024.0,8.0,20.0,2022,1,19,70270,2493,71295,1,11232,2022.0,1,431
25872945,25872945-001,00 000 8960,0,2,538.0,2,36.0,"436,26",0.0,"0,00","0,00","0,00","71,70","63,63",12439,88.0,"587,51",5013.0,10.0,2023.0,10.0,26.0,2022,5,6,70270,572,71295,1,13096,2022.0,1,654
26452349,26452349-001,00 000 8898,0,1,405.0,2,36.0,"120,41",0.0,"0,00","0,00","0,00","11,34","12,57",30173,27.0,"113,87",710.0,155.0,2025.0,1.0,7.0,2023,11,29,70270,1473,71295,1,4524,2023.0,1,1991
25987088,25987088-002,00 000 1383,1,2,454.0,4,,"230,55",0.0,"0,00","0,00","0,00","31,37","21,13",3246,27.0,"275,20",603.0,246.0,,,,2024,1,2,70270,9633,71295,1,13227,2022.0,1,60
27131569,27131569-001,00 000 9225,1,2,89.0,2,,427.61,0.0,0,0,0,12.23,11.87,27578,32.0,"106,90",588.0,94.0,,,,2025,1,1,70270,1725,71295,1,1889,2025.0,1,2298
27087661,27087661-001,00 000 1357,1,3,121.0,4,,"35,84",0.0,"0,00","0,00","0,00","1,44","0,92",51469,81.0,"12,05",8566.0,69.0,,,,2024,11,30,70270,1999,71296,2,2084,2024.0,1,113
26060041,26060041-001,00 000 7011,1,1,820.0,2,,"245,57",0.0,"0,00","0,00","0,00","46,89","50,97",59063,39.0,"455,52",3003.0,26.788,,,,2023,1,1,70270,1932,71295,1,3797,2023.0,1,490
26061923,26061923-001,00 000 1366,0,1,364.0,4,998.0,"0,00",0.0,"0,00","0,00","0,00","48,93","31,78",83119,34.0,"400,31",8004.0,86.0,2023.0,12.0,29.0,2022,12,30,70270,6179,71295,1,6330,2022.0,1,601
23918503,23918503-002,00 000 1832,0,1,919.0,1,998.0,"0,00",2.0,"9.899,75","9.899,75","9.950,36","186,97","108,06",25451,34.0,"1.044,47",35.0,242.0,2024.0,9.0,18.0,2022,3,14,70270,359,71295,1,8575,2012.0,1,102
27256715,27256715-001,00 000 2980,1,3,30.0,2,,38.74,0.0,0,0,0,0.31,0.35,97076,33.0,"3,23",2456.0,,,,,2025,3,1,70270,1708,71296,2,5137,2025.0,1,0
25791141,25791141-002,00 000 1357,0,3,515.0,4,,"36,48",0.0,"0,00","0,00","0,00","6,65","4,42",27801,26.0,"55,85",603.0,201.0,2024.0,5.0,30.0,2023,1,1,70270,2732,71295,1,8452,2022.0,1,460
24690952,24690952-002,00 000 6775,1,3,1.173,2,,"120,73",0.0,"0,00","0,00","0,00","28,68","28,03",8412,53.0,"265,14",3001.0,,,,,2022,1,13,70270,3546,71295,1,3504,2017.0,1,562
27176150,27176150-001,00 000 7319,1,1,89.0,2,,250.14,0.0,0,0,0,5.65,7.19,49744,66.0,"62,54",1844.0,17.0,,,,2025,1,1,70270,2765,71295,1,11219,2025.0,1,470
26184889,26184889-001,00 000 1357,0,3,276.0,4,,"121,20",1.0,"598,06","598,06","598,06","11,15","7,24",13469,25.0,"91,24",5.0,312.0,2023.0,12.0,15.0,2023,3,14,70270,572,71295,1,9258,2023.0,1,687
26566115,26566115-001,00 000 4139,0,3,0.0,2,42.0,"203,95",0.0,"0,00","0,00","0,00","0,00","0,00",53539,28.0,"0,00",5.0,272.203,2024.0,1.0,18.0,2024,1,18,70270,9115,71296,2,15594,2024.0,1,2083
25820198,25820198-001,00 000 6185,1,1,1.185,2,,"184,56",0.0,"0,00","0,00","0,00","53,11","56,47",24534,74.0,"499,81",603.0,185.0,,,,2022,1,1,70270,51,71296,2,7839,2022.0,1,441
23946175,23946175-005,00 000 8083,1,1,902.0,2,,"477,31",0.0,"0,00","0,00","0,00","95,09","102,99",18465,54.0,"918,78",710.0,165.0,,,,2022,10,11,70270,2341,71296,2,11931,2013.0,1,1582
25384445,25384445-002,00 000 1357,1,2,602.0,4,,"219,26",0.0,"0,00","0,00","0,00","37,45","25,02",34277,42.0,"323,02",1313.0,170.0,,,,2023,8,7,70270,3906,71295,1,3927,2020.0,1,296
26930185,26930185-009,12 278 8182,1,2,215.0,2,,"759,89",0.0,"0,00","0,00","0,00","50,66","48,50",92676,998.0,"449,60",5013.0,,,,,2024,8,28,70270,6354,71298,4,6489,2024.0,1,1653
27225562,27225562-001,00 000 1394,1,3,30.0,4,,32.24,0.0,0,0,0,0.33,0.2,12279,22.0,"2,69",7843.0,,,,,2025,3,1,70270,572,71296,2,4485,2025.0,1,0
26244466,26244466-001,12 243 7001,1,3,644.0,2,,"74,88",0.0,"0,00","0,00","0,00","12,79","12,76",58730,36.0,"121,85",3001.0,43.2,,,,2023,6,26,70270,2615,71296,2,2397,2023.0,1,1108
27208191,27208191-001,00 000 1362,1,1,30.0,4,,226.97,0.0,0,0,0,2.38,1.42,86500,62.0,"18,91",8004.0,60.0,,,,2025,3,1,70270,3650,71296,2,3632,2025.0,1,576
27109635,27109635-001,00 000 0101,1,1,89.0,1,,807.35,1.0,2.500.00,2.490.72,2.490.72,32.21,20.57,24943,37.0,"201,84",5013.0,85.5,,,,2025,1,1,70270,2,71296,2,18,2025.0,1,994
25744115,25744115-175,00 000 5131,1,2,867.0,2,,"47,63",0.0,"0,00","0,00","0,00","12,14","11,16",24594,998.0,"104,04",7962.0,,,,,2022,11,15,70271,376,71298,4,8151,2021.0,1,3432
26232349,26232349-001,00 000 1357,0,2,366.0,4,,"1.987,13",0.0,"0,00","0,00","0,00","233,48","156,80",12105,26.0,"1.994,98",603.0,140.0,2024.0,6.0,12.0,2023,6,12,70270,572,71295,1,6650,2023.0,1,870
24954378,24954378-006,00 000 5223,1,2,385.0,2,,"40,86",0.0,"0,00","0,00","0,00","4,69","4,48",56589,59.0,"41,87",2117.0,,,,,2024,3,11,70270,7014,71295,1,7021,2019.0,1,3432
24096231,24096231-002,00 000 2557,1,3,927.0,2,,"143,76",0.0,"0,00","0,00","0,00","30,90","30,37",97499,998.0,"289,19",7891.0,,,,,2022,9,16,70271,2214,71297,3,10031,2022.0,1,207
25940896,25940896-001,00 000 1357,1,2,887.0,4,,"271,70",1.0,"5.800,00","5.826,44","6.598,34","91,42","59,98",14641,21.0,"768,22",5013.0,13.0,,,,2022,10,26,70270,3608,71295,1,1132,2022.0,1,106
25276068,25276068-006,00 000 1608,0,2,6.0,1,999.0,"0,00",0.0,"0,00","0,00","0,00","0,00","0,00",24768,68.0,"0,00",,,2024.0,9.0,5.0,2024,8,30,70270,52,71295,1,9729,2019.0,1,0
25109866,25109866-002,00 000 1383,1,2,774.0,4,,"390,46",1.0,"0,00","0,00","0,00","72,08","47,91",22952,39.0,"615,15",999.0,195.0,,,,2023,2,16,70270,751,71295,1,15058,2017.0,1,1386
27275141,27275141-001,00 000 1394,1,2,19.0,4,,19.95,0.0,0,0,0,0.13,0.08,58256,36.0,"1,05",1958.0,,,,,2025,3,12,70270,3804,71296,2,3804,2025.0,1,0
27103469,27103469-001,00 000 7741,1,3,89.0,2,,200.39,0.0,0,0,0,4.88,5.39,2997,40.0,"50,10",8004.0,69.9,,,,2025,1,1,70270,1312,71295,1,948,2025.0,1,35
22031219,22031219-016,00 000 2019,1,3,272.0,1,,"17,62",0.0,"0,00","0,00","0,00","2,47","1,11",25704,54.0,"13,15",5046.0,,,,,2024,7,2,70271,288,71295,1,155,1992.0,1,3432
25992063,25992063-001,00 000 1357,0,2,663.0,4,,"164,04",0.0,"0,00","0,00","0,00","34,33","23,07",61273,52.0,"293,67",588.0,136.0,2024.0,10.0,25.0,2023,1,1,70270,2010,71295,1,1698,2023.0,1,262
97376339,97376339-001,94 719 9001,1,3,89.0,2,,51.05,0.0,0,0,0,1.24,1.37,1109,51.0,"12,76",1329.0,98.0,,,,2025,1,1,70270,148,71295,1,4233,2017.0,1,18
9210702,09210702-005,00 000 0921,0,1,972.0,1,36.0,"119,30",0.0,"0,00","0,00","0,00","52,03","30,08",23847,999.0,"290,49",603.0,101.0,2024.0,8.0,30.0,2022,1,1,70270,682,1515,5,10937,1973.0,1,321
26432035,26432035-001,00 000 1357,1,1,455.0,4,,"271,82",0.0,"0,00","0,00","0,00","38,40","26,29",64625,84.0,"337,98",603.0,23.0,,,,2024,1,1,70270,559,71295,1,369,2024.0,1,84
27145897,27145897-001,00 000 7487,1,3,89.0,2,,44.44,0.0,0,0,0,1.08,1.2,72770,35.0,"11,11",1313.0,122.95,,,,2025,1,1,70270,2769,71295,1,2578,2025.0,1,291
26992216,26992216-001,00 000 8026,1,3,83.0,2,,184.41,0.0,0,0,0,4.19,4.63,87616,48.0,"43,03",2131.0,128.5,,,,2025,1,7,70269,5780,71295,1,6325,2024.0,1,11
25847258,25847258-002,00 000 1357,0,3,0.0,4,,"41,57",0.0,"0,00","0,00","0,00","0,00","0,00",52393,93.0,"0,00",3001.0,80.0,2022.0,2.0,14.0,2022,2,14,70270,1114,71295,1,11562,2022.0,1,451
27183589,27183589-001,00 000 1916,1,1,89.0,1,,225.07,0.0,0,0,0,8.98,5.73,21465,54.0,"56,27",7593.0,74.5,,,,2025,1,1,70270,755,71296,2,9121,2025.0,1,113
26993114,26993114-001,00 000 1357,0,2,0.0,4,,"373,92",0.0,"0,00","0,00","0,00","0,00","0,00",49201,27.0,"0,00",35.0,163.0,2024.0,8.0,2.0,2024,8,2,70270,4202,71295,1,4261,2024.0,1,329
24949971,24949971-002,00 000 6686,0,2,527.0,2,36.0,"80,27",0.0,"0,00","0,00","0,00","18,93","16,86",21035,31.0,"155,12",7100.0,,2023.0,8.0,10.0,2022,3,1,70270,127,71295,1,351,2018.0,1,404
24065427,24065427-002,00 000 2985,0,3,280.0,2,36.0,"111,77",0.0,"0,00","0,00","0,00","9,17","8,72",86450,44.0,"80,95",35.0,84.0,2022.0,11.0,23.0,2022,2,16,70270,6234,71296,2,16610,2013.0,1,1008
26598766,26598766-001,00 000 4498,1,1,383.0,2,,"859,06",0.0,"0,00","0,00","0,00","82,50","95,14",45663,28.0,"854,78",2222.0,215.0,,,,2024,3,13,70270,930,71295,1,2375,2024.0,1,173
96428989,96428989-002,00 000 1357,0,2,366.0,4,,"453,02",0.0,"0,00","0,00","0,00","50,10","34,93",22045,63.0,"453,02",7118.0,77.0,2025.0,1.0,1.0,2024,1,1,70270,127,71295,1,597,2012.0,1,554
97105754,97105754-001,00 000 6556,1,3,329.0,2,,"96,71",0.0,"0,00","0,00","0,00","7,87","8,18",75438,64.0,"78,13",8004.0,133.0,,,,2024,5,6,70270,3900,71296,2,3921,2005.0,1,500
25995353,25995353-001,00 000 4488,1,2,820.0,2,,"159,37",0.0,"0,00","0,00","0,00","37,20","34,19",47918,46.0,"319,00",4136.0,57.0,,,,2023,1,1,70270,2171,71295,1,1868,2023.0,1,147
25836897,25836897-001,00 000 9240,0,2,307.0,2,311.0,"274,48",0.0,"0,00","0,00","0,00","28,02","25,08",63773,44.0,"229,50",588.0,44.0,2023.0,1.0,1.0,2022,2,28,70270,3801,71295,1,11576,2022.0,1,1757
27199787,27199787-002,00 000 1357,1,2,81.0,4,,318.41,0.0,0,0,0,9.2,5.48,79771,39.0,"72,53",603.0,205.0,,,,2025,1,9,70270,3110,71295,1,2976,2025.0,1,118
25706684,25706684-002,00 000 1357,0,3,366.0,4,,"70,90",0.0,"0,00","0,00","0,00","7,91","5,56",96129,57.0,"70,90",35.0,209.0,2024.0,12.0,1.0,2023,12,1,70270,2762,71296,2,2570,2021.0,1,1632
26433389,26433389-001,00 000 7091,1,2,455.0,2,,"387,18",1.0,"0,00","0,00","0,00","45,66","43,53",73117,75.0,"407,25",5.0,118.613,,,,2024,1,1,70270,5991,71296,2,6169,2024.0,1,1148
25697346,25697346-002,00 000 1383,1,3,248.0,4,,"139,68",0.0,"0,00","0,00","0,00","10,93","7,34",65199,30.0,"95,06",9101.0,68.0,,,,2024,7,26,70270,1882,71295,1,14000,2021.0,1,1532
25837012,25837012-231,00 000 2540,1,2,768.0,2,,"496,80",1.0,"1.956,39","1.956,39","2.225,08","96,46","88,89",63067,998.0,"828,69",8252.0,,,,,2023,2,22,70271,2578,71298,4,8247,2021.0,2,933
26576296,26576296-001,00 000 8299,1,3,405.0,2,,"97,73",0.0,"0,00","0,00","0,00","9,69","10,03",48712,998.0,"95,98",5035.0,,,,,2024,2,20,70270,1295,71295,1,929,2024.0,1,3432
23682015,23682015-027,00 000 2770,1,2,455.0,2,,"14,38",0.0,"0,00","0,00","0,00","1,70","1,62",25355,54.0,"15,18",7100.0,,,,,2024,1,1,70270,334,71295,1,205,2011.0,1,3432
27058352,27058352-001,00 000 6279,1,2,180.0,2,,"139,71",0.0,"0,00","0,00","0,00","8,04","7,71",17159,46.0,"71,27",588.0,33.836,,,,2024,10,2,70270,2436,71296,2,2171,2024.0,1,1819
27066161,27066161-001,00 000 1357,1,3,89.0,4,,130.25,0.0,0,0,0,3.99,2.45,68526,27.0,"32,56",588.0,105.0,,,,2025,1,1,70270,4985,71295,1,5191,2025.0,1,729
17236884,17236884-031,00 000 1755,1,3,822.0,1,,"16,73",0.0,"0,00","0,00","0,00","6,17","2,71",25596,60.0,"32,16",9913.0,,,,,2022,12,30,70270,172,71295,1,8727,1985.0,1,3444
26594166,26594166-001,00 000 8847,1,1,439.0,2,,"673,41",0.0,"0,00","0,00","0,00","71,76","82,50",99820,40.0,"742,00",603.0,37.0,,,,2024,1,17,70270,2835,71295,1,2652,2024.0,1,946
24892740,24892740-037,00 000 4612,1,2,670.0,2,,"586,38",0.0,"0,00","0,00","0,00","119,99","111,56",87561,52.0,"1.042,92",588.0,,,,,2023,5,31,70270,1677,71295,1,1330,2018.0,1,1718
26073269,26073269-001,00 000 1357,1,2,820.0,4,,"213,75",0.0,"0,00","0,00","0,00","45,27","30,03",33175,58.0,"385,13",603.0,125.0,,,,2023,1,1,70270,3763,71295,1,3763,2023.0,1,1473
23754068,23754068-005,00 000 6156,1,2,936.0,2,,"34,51",0.0,"0,00","0,00","0,00","8,67","7,97",24568,68.0,"74,21",8722.0,,,,,2022,9,7,70270,337,71295,1,10543,2011.0,1,200
26287185,26287185-001,00 000 5430,1,2,587.0,2,,"33,95",0.0,"0,00","0,00","0,00","6,33","5,93",24143,31.0,"55,49",2299.0,,,,,2023,8,22,70270,75,71296,2,396,2023.0,1,651
