pvsnr,vsnr,vm,aktiv,spartek,vtr_dau,vtrweg,STORNGRD,gesbeitr,SDANZAHL,SCHAGESA,KOSTGESA,KOSTGEKA,kosten_verw,kosten_prov,plz,alter,SDBEITR5,HSN,KILOMETERSTAND,end_year,end_month,end_day,beg_year,beg_month,beg_day,gfeld_c,ort_id,anr_no,gender_id,plz_id,Customer_beg_year,Electric,car_model
26885225,26885225-004,00 000 1758,1,1,63.0,1,,192.32,0.0,0,0,0,5.46,3.48,25524,998.0,"34,19",5984.0,62.373,,,,2025,1,27,70271,213,71298,4,168,2024.0,1,116
26404367,26404367-001,00 000 1362,1,2,409.0,4,,"420,66",0.0,"0,00","0,00","0,00","56,47","37,98",76846,55.0,"494,74",5048.0,137.0,,,,2024,2,16,70270,3813,71296,2,3815,2024.0,1,3454
26434411,26434411-001,00 000 5461,1,1,455.0,2,,"108,72",2.0,"3.613,85","3.613,85","3.636,18","19,31","21,94",16798,66.0,"112,65",7102.0,63.226,,,,2024,1,1,70270,2217,71296,2,1925,2024.0,1,319
26905159,26905159-001,00 000 7741,0,3,92.0,2,36.0,"387,53",0.0,"0,00","0,00","0,00","9,90","10,02",53567,42.0,"96,88",5.0,83.7,2024.0,7.0,31.0,2024,4,30,70270,1688,71296,2,1341,2024.0,1,1332
22022917,22022917-008,00 000 6177,1,2,600.0,2,,"217,13",0.0,"0,00","0,00","0,00","41,11","38,41",24805,49.0,"359,30",517.0,,,,,2023,8,9,70270,341,71295,1,252,1992.0,1,1303
26968743,26968743-002,00 000 1366,0,2,239.0,4,,"19,60",0.0,"0,00","0,00","0,00","1,42","0,99",25436,41.0,"12,85",2296.0,,2025.0,3.0,1.0,2024,7,5,70270,246,71295,1,188,2024.0,1,0
26568012,26568012-002,12 213 8001,0,2,365.0,2,999.0,"40,33",0.0,"0,00","0,00","0,00","4,49","4,26",76473,52.0,"40,33",4013.0,,2025.0,3.0,1.0,2024,3,1,70270,1925,71295,1,11798,2024.0,1,0
25974349,25974349-001,00 000 1357,1,1,908.0,4,,"154,16",0.0,"0,00","0,00","0,00","45,31","29,72",65187,34.0,"379,98",8004.0,10.613,,,,2022,10,5,70270,1882,71295,1,11167,2022.0,1,1500
25815103,25815103-001,00 000 9240,0,1,0.0,2,35.0,"177,34",0.0,"0,00","0,00","0,00","0,00","0,00",99891,68.0,"0,00",8566.0,68.257,2022.0,1.0,1.0,2022,1,1,70270,7163,71295,1,16092,2022.0,1,1873
25909355,25909355-003,00 000 1936,1,1,1.004,1,,"1.442,10",0.0,"0,00","0,00","0,00","546,21","319,77",22952,998.0,"3.102,59",3333.0,,,,,2022,7,1,70269,751,71298,4,15058,2001.0,1,3432
27068117,27068117-001,00 000 1357,1,1,144.0,4,,"269,49",0.0,"0,00","0,00","0,00","12,93","8,24",71404,29.0,"107,79",1844.0,28.0,,,,2024,11,7,70270,3915,71295,1,3934,2024.0,1,476
24418021,24418021-023,00 000 6004,1,2,349.0,1,,"243,93",0.0,"0,00","0,00","0,00","39,09","19,01",23758,998.0,"225,27",1889.0,,,,,2024,4,16,70271,474,71297,3,105,2016.0,1,149
26946487,26946487-002,00 000 3006,0,2,0.0,1,35.0,709.97,0.0,0,0,0,0.0,0.0,45966,998.0,"0,00",8566.0,,2025.0,1.0,1.0,2025,1,1,70271,2574,71298,4,4530,2024.0,1,0
26358428,26358428-002,00 000 2028,1,2,455.0,1,,"21,18",0.0,"0,00","0,00","0,00","4,28","2,08",25541,56.0,"24,64",1897.0,,,,,2024,1,1,70270,448,71295,1,311,2024.0,1,3432
27120354,27120354-001,00 000 9595,1,2,89.0,2,,286.46,0.0,0,0,0,8.19,7.95,19288,77.0,"71,62",8566.0,22.0,,,,2025,1,1,70270,2893,71295,1,2710,2025.0,1,1640
23541870,23541870-002,00 000 7571,0,2,720.0,2,31.0,"218,74",0.0,"0,00","0,00","0,00","57,81","51,40",76547,58.0,"473,64",1829.0,,2024.0,1.0,1.0,2022,1,11,70270,4661,71295,1,10395,2009.0,1,105
25951797,25951797-001,00 000 7741,1,1,948.0,2,,"441,71",0.0,"0,00","0,00","0,00","91,39","99,09",96132,54.0,"883,75",603.0,16.1,,,,2022,8,26,70270,2016,71296,2,1707,2022.0,1,1156
24587675,24587675-004,00 000 1366,1,2,404.0,4,,"307,89",0.0,"0,00","0,00","0,00","27,04","18,05",61350,45.0,"235,35",1480.0,11.0,,,,2024,2,21,70270,1796,71295,1,1468,2017.0,2,232
26357360,26357360-001,00 000 9240,1,2,515.0,2,,"232,36",0.0,"0,00","0,00","0,00","29,25","27,66",64653,51.0,"258,42",7593.0,10.0,,,,2023,11,2,70270,3285,71295,1,3196,2023.0,1,161
26483006,26483006-001,00 000 1382,1,2,455.0,4,,"231,46",0.0,"0,00","0,00","0,00","30,69","20,65",79258,47.0,"268,98",1260.0,187.0,,,,2024,1,1,70270,5785,71295,1,5975,2024.0,1,66
25030886,25030886-002,00 000 1366,1,1,230.0,4,,"187,18",0.0,"0,00","0,00","0,00","13,81","9,15",97256,42.0,"118,55",603.0,27.0,,,,2024,8,13,70270,8037,71295,1,16182,2019.0,1,1545
25234069,25234069-003,00 000 1357,1,2,832.0,4,,"241,63",0.0,"0,00","0,00","0,00","54,90","36,39",82178,37.0,"466,69",8004.0,103.0,,,,2022,12,20,70270,2441,71295,1,11273,2020.0,1,895
25250534,25250534-002,00 000 2115,1,1,600.0,1,,"689,42",0.0,"0,00","0,00","0,00","154,62","91,61",25992,29.0,"890,93",2222.0,10.0,,,,2023,8,9,70270,353,71296,2,260,2019.0,1,771
24890626,24890626-004,00 000 1383,0,2,788.0,4,,"230,80",0.0,"0,00","0,00","0,00","51,18","34,15",52134,68.0,"437,52",5.0,218.0,2025.0,3.0,9.0,2023,1,11,70270,1395,71295,1,1038,2012.0,1,3095
26194114,26194114-001,00 000 8163,0,2,43.0,2,999.0,"2.177,36",0.0,"0,00","0,00","0,00","31,73","27,98",71272,998.0,"260,07",436.0,,2023.0,5.0,18.0,2023,4,5,70270,1157,71295,1,9336,2023.0,1,3432
24165659,24165659-002,00 000 3202,1,3,55.0,2,,275.09,0.0,0,0,0,4.24,4.69,9648,39.0,"43,56",1313.0,120.52,,,,2025,2,4,70270,2568,71296,2,2022,2015.0,1,1750
24653707,24653707-007,00 000 1366,1,2,706.0,4,,"199,42",0.0,"0,00","0,00","0,00","37,28","24,86",73230,34.0,"320,18",603.0,141.481,,,,2023,4,25,70270,3193,71295,1,3084,2018.0,1,754
24931043,24931043-003,00 000 1357,0,3,365.0,4,,"144,10",0.0,"0,00","0,00","0,00","17,43","11,43",76669,64.0,"144,10",5.0,185.0,2024.0,2.0,10.0,2023,2,10,70270,4337,71295,1,9039,2019.0,1,944
27166768,27166768-001,12 213 8001,0,2,81.0,2,999.0,"40,33",0.0,"0,00","0,00","0,00","1,01","0,96",48167,21.0,"9,07",1273.0,,2025.0,3.0,1.0,2024,12,10,70270,1386,71296,2,1187,2024.0,1,0
25816109,25816109-001,00 000 9240,1,2,1.185,2,,"229,92",0.0,"0,00","0,00","0,00","99,74","90,70",1728,26.0,"840,58",603.0,111.111,,,,2022,1,1,70270,4718,71295,1,14093,2022.0,1,373
24761733,24761733-022,00 000 1657,0,2,214.0,1,999.0,"19,60",0.0,"0,00","0,00","0,00","1,99","0,97",24159,46.0,"11,49",900.0,,2025.0,3.0,1.0,2024,7,30,70270,75,71295,1,476,2018.0,1,0
26447580,26447580-001,13 065 6250,0,2,366.0,2,311.0,"192,12",0.0,"0,00","0,00","0,00","21,40","20,29",9366,27.0,"192,12",7593.0,45.0,2025.0,1.0,1.0,2024,1,1,70270,3409,71296,2,14083,2024.0,1,1280
26158838,26158838-001,00 000 1357,1,2,708.0,4,,"296,00",0.0,"0,00","0,00","0,00","56,77","37,85",25469,34.0,"487,34",8212.0,141.56,,,,2023,4,23,70270,322,71296,2,9691,2023.0,1,254
23010660,23010660-012,00 000 2115,0,2,263.0,1,999.0,"27,50",0.0,"0,00","0,00","0,00","3,47","1,64",25980,45.0,"19,78",1958.0,,2024.0,3.0,1.0,2023,6,12,70271,159,71295,1,125,1998.0,1,0
96733127,96733127-006,00 000 1362,1,2,291.0,4,,"190,34",0.0,"0,00","0,00","0,00","17,61","11,67",21376,40.0,"152,28",5.0,110.0,,,,2024,6,13,70270,1066,71296,2,692,2017.0,1,1017
27152856,27152856-001,00 000 7741,1,3,89.0,2,,193.6,0.0,0,0,0,4.71,5.21,77855,44.0,"48,40",1313.0,156.721,,,,2025,1,1,70270,1314,71295,1,950,2025.0,1,1779
26491880,26491880-001,00 000 9906,0,1,405.0,2,312.0,"377,45",1.0,"1.006,91","1.006,91","1.013,13","41,82","46,23",55278,57.0,"418,89",603.0,1.5,2025.0,1.0,1.0,2023,11,23,70270,1185,71296,2,814,2023.0,1,1512
27153102,27153102-001,00 000 4927,1,2,89.0,2,,250.13,0.0,0,0,0,7.15,6.94,77656,64.0,"62,53",7118.0,46.0,,,,2025,1,1,70270,1582,71295,1,1232,2025.0,1,777
97068133,97068133-001,92 203 2001,1,1,410.0,2,,"337,47",0.0,"0,00","0,00","0,00","30,65","35,41",94379,55.0,"317,98",1844.0,25.0,,,,2024,2,15,70270,3216,71295,1,3109,2009.0,1,471
27246688,27246688-001,00 000 8075,1,3,40.0,2,,447.08,0.0,0,0,0,5.08,5.61,34346,39.0,"52,16",588.0,190.0,,,,2025,2,19,70270,4943,71295,1,5142,2025.0,1,525
26981354,26981354-001,00 000 1357,1,1,241.0,4,,"213,82",0.0,"0,00","0,00","0,00","16,50","10,96",23795,61.0,"141,96",8212.0,16.0,,,,2024,8,2,70270,1527,71295,1,214,2024.0,1,26
25958564,25958564-001,00 000 2985,0,3,203.0,2,36.0,"33,75",0.0,"0,00","0,00","0,00","2,41","2,27",58511,45.0,"21,21",5013.0,60.0,2023.0,3.0,29.0,2022,9,7,70270,3009,71295,1,2853,2022.0,1,422
25180242,25180242-002,00 000 1366,1,2,350.0,4,,"424,73",0.0,"0,00","0,00","0,00","40,71","27,17",23558,54.0,"354,24",588.0,160.0,,,,2024,4,15,70270,236,71295,1,516,2020.0,1,1263
25904747,25904747-001,00 000 7290,0,2,1.022,2,36.0,"42,40",0.0,"0,00","0,00","0,00","16,27","14,83",97900,29.0,"137,65",7461.0,,2025.0,3.0,18.0,2022,5,31,70270,5869,71295,1,10251,2022.0,1,3432
27116142,27116142-001,00 000 1826,1,3,136.0,1,,"73,83",0.0,"0,00","0,00","0,00","5,02","2,30",23812,23.0,"27,38",8566.0,207.0,,,,2024,11,15,70270,231,71295,1,177,2024.0,1,1652
26461770,26461770-001,00 000 1382,1,1,455.0,4,,"147,00",0.0,"0,00","0,00","0,00","29,17","20,17",25421,33.0,"258,77",7593.0,68.0,,,,2024,1,1,70270,215,71295,1,8108,2024.0,1,1334
27118289,27118289-001,00 000 1357,1,3,126.0,4,,"82,87",0.0,"0,00","0,00","0,00","3,45","2,21",22041,20.0,"29,01",1313.0,60.0,,,,2024,11,25,70270,127,71296,2,987,2024.0,1,1317
26314047,26314047-001,00 000 1357,0,3,242.0,4,,"60,44",0.0,"0,00","0,00","0,00","4,62","3,16",33813,22.0,"40,13",8566.0,149.0,2024.0,5.0,25.0,2023,9,26,70270,3535,71295,1,3493,2023.0,1,264
27124119,27124119-001,00 000 1357,0,3,0.0,4,,56.61,0.0,0,0,0,0.0,0.0,51147,81.0,"0,00",1313.0,52.0,2025.0,1.0,1.0,2025,1,1,70270,1104,71295,1,2044,2025.0,1,203
27244413,27244413-001,00 000 1369,1,2,1.0,4,,337.45,0.0,0,0,0,0.12,0.07,29575,46.0,"0,94",603.0,296.0,,,,2025,3,30,70270,5111,71295,1,5323,2025.0,1,24
26416913,26416913-001,00 000 7420,0,2,0.0,2,563.0,"107,11",0.0,"0,00","0,00","0,00","0,00","0,00",2906,56.0,"0,00",35.0,51.0,2024.0,1.0,1.0,2024,1,1,70270,4989,71295,1,2116,2024.0,1,0
26399787,26399787-001,00 000 1357,0,2,38.0,4,,"149,56",0.0,"0,00","0,00","0,00","1,70","1,19",99831,42.0,"15,37",5.0,373.0,2024.0,2.0,8.0,2024,1,1,70270,5563,71295,1,5769,2024.0,1,1677
27200419,27200419-001,00 000 6699,1,2,158.0,2,,"442,57",0.0,"0,00","0,00","0,00","21,83","20,98",51467,33.0,"193,01",2525.0,4.5,,,,2024,10,24,70270,1999,71295,1,1685,2024.0,1,824
25903395,25903395-001,00 000 1382,1,2,1.027,4,,"269,71",0.0,"0,00","0,00","0,00","91,69","59,20",85238,26.0,"761,57",5.0,38.0,,,,2022,6,8,70270,3235,71295,1,9708,2022.0,1,2134
26426004,26426004-001,00 000 4478,0,2,317.0,2,36.0,"237,08",0.0,"0,00","0,00","0,00","22,89","21,70",24259,75.0,"205,47",7111.0,140.0,2024.0,11.0,13.0,2024,1,1,70270,321,71295,1,242,2024.0,1,185
26492517,26492517-001,69 736 2233,1,2,455.0,2,,"199,44",0.0,"0,00","0,00","0,00","27,26","25,96",99869,47.0,"243,32",8566.0,145.0,,,,2024,1,1,70270,6607,71295,1,4887,2024.0,1,1663
26256632,26256632-001,00 000 6192,0,2,207.0,2,36.0,"308,14",0.0,"0,00","0,00","0,00","18,01","16,09",39128,78.0,"150,04",8306.0,24.7,2024.0,2.0,3.0,2023,7,11,70270,1756,71295,1,8127,2023.0,1,381
26994272,26994272-001,00 000 1366,0,2,215.0,4,,"19,60",0.0,"0,00","0,00","0,00","1,28","0,89",31188,44.0,"11,54",1958.0,,2025.0,3.0,1.0,2024,7,29,70270,3206,71295,1,3096,2024.0,1,0
24412899,24412899-009,00 000 7673,1,2,902.0,2,,"582,53",0.0,"0,00","0,00","0,00","154,16","141,53",39291,41.0,"1.318,55",603.0,195.0,,,,2022,10,11,70270,5749,71295,1,10163,2016.0,1,76
26089982,26089982-002,00 000 1357,1,3,573.0,4,,"95,40",0.0,"0,00","0,00","0,00","18,47","12,57",16792,37.0,"160,89",9101.0,210.0,,,,2023,9,5,70270,6702,71295,1,14250,2022.0,1,854
25443632,25443632-006,00 000 1803,1,2,640.0,1,,"192,67",0.0,"0,00","0,00","0,00","56,95","27,48",24601,46.0,"327,25",3333.0,870.0,,,,2023,6,30,70270,585,71295,1,12015,2021.0,2,1055
25837032,25837032-002,00 000 1703,1,2,820.0,1,,"915,26",1.0,"0,00","0,00","0,00","328,06","157,57",25524,22.0,"1.882,17",8004.0,158.0,,,,2023,1,1,70270,213,71296,2,9159,2022.0,1,1435
23340950,23340950-003,00 000 0401,1,1,969.0,1,,"735,12",0.0,"0,00","0,00","0,00","277,67","162,53",25785,32.0,"1.578,12",1313.0,,,,,2022,8,5,70270,290,71295,1,10604,2007.0,1,2689
23226790,23226790-004,00 000 1826,1,2,89.0,1,,194.61,0.0,0,0,0,8.43,4.09,23812,75.0,"48,65",1889.0,41.0,,,,2025,1,1,70270,231,71296,2,177,2006.0,1,30
25732997,25732997-002,00 000 1357,0,2,188.0,4,,"269,77",0.0,"0,00","0,00","0,00","18,04","10,58",45239,35.0,"137,89",603.0,227.0,2023.0,2.0,7.0,2022,8,3,70270,1007,71296,2,1284,2022.0,1,562
26093585,26093585-001,00 000 9240,1,2,872.0,2,,"316,21",0.0,"0,00","0,00","0,00","77,75","71,60",35423,29.0,"667,80",8004.0,75.0,,,,2022,11,10,70270,2160,71295,1,1856,2022.0,1,1280
27131789,27131789-001,12 270 2001,0,2,70.0,2,36.0,212.17,0.0,0,0,0,4.79,4.64,86167,42.0,"41,84",603.0,86.0,2025.0,3.0,12.0,2025,1,1,70270,2135,71296,2,2560,2025.0,1,248
26503571,26503571-001,00 000 9240,0,2,254.0,2,36.0,"402,30",0.0,"0,00","0,00","0,00","31,12","29,50",80689,41.0,"279,38",5.0,112.0,2024.0,9.0,11.0,2024,1,1,70270,1041,71295,1,4697,2024.0,1,1461
26507278,26507278-001,12 318 3001,1,2,455.0,2,,"295,90",0.0,"0,00","0,00","0,00","37,86","36,08",2906,80.0,"337,90",7118.0,38.18,,,,2024,1,1,70270,2396,71295,1,2116,2024.0,1,102
25740753,25740753-023,00 000 6720,1,2,1.185,2,,"24,30",0.0,"0,00","0,00","0,00","11,03","10,03",18239,998.0,"93,08",800.0,,,,,2022,1,1,70269,752,71298,4,464,2021.0,1,3432
25486175,25486175-002,12 237 9176,1,3,89.0,2,,152.96,0.0,0,0,0,3.72,4.11,12277,56.0,"38,24",8004.0,218.0,,,,2025,1,1,70270,572,71296,2,1684,2021.0,1,601
25971999,25971999-001,00 000 3068,0,2,272.0,1,36.0,"854,69",0.0,"0,00","0,00","0,00","112,44","52,73",28239,31.0,"638,64",603.0,270.436,2023.0,6.0,27.0,2022,9,28,70270,942,71296,2,15062,2022.0,1,380
26086204,26086204-001,00 000 3900,1,2,851.0,2,,"84,45",0.0,"0,00","0,00","0,00","27,30","25,00",86453,24.0,"233,26",5.0,,,,,2022,12,1,70270,5751,71295,1,5947,2022.0,1,1260
25558795,25558795-002,00 000 1357,0,2,512.0,4,,"235,26",0.0,"0,00","0,00","0,00","38,35","22,91",74679,30.0,"296,54",5.0,135.673,2023.0,6.0,3.0,2022,1,7,70270,7544,71295,1,16673,2021.0,1,514
26079297,26079297-001,00 000 2421,1,2,820.0,2,,"721,93",1.0,"1.269,73","1.269,73","1.437,16","154,42","143,04",7745,998.0,"1.336,34",1727.0,38.0,,,,2023,1,1,70271,1564,71297,3,4875,2023.0,1,648
26540704,26540704-001,12 272 6001,0,2,172.0,2,36.0,"142,59",0.0,"0,00","0,00","0,00","7,50","7,11",63811,36.0,"67,33",603.0,96.8,2024.0,7.0,10.0,2024,1,20,70270,2035,71296,2,8740,2024.0,1,402
26074358,26074358-001,00 000 1357,0,2,1.0,4,,"504,57",0.0,"0,00","0,00","0,00","0,17","0,11",70329,30.0,"1,40",603.0,203.0,2023.0,1.0,2.0,2023,1,1,70270,2386,71295,1,4249,2023.0,1,243
26480135,26480135-005,00 000 0919,1,2,455.0,1,,"74,81",0.0,"0,00","0,00","0,00","13,92","6,77",22941,998.0,"80,19",1121.0,,,,,2024,1,1,70269,289,71297,3,217,2024.0,1,86
22222159,22222159-004,00 000 1803,1,3,820.0,1,,"94,79",0.0,"0,00","0,00","0,00","41,04","17,97",23812,72.0,"213,59",7593.0,148.0,,,,2023,1,1,70270,231,71295,1,177,2023.0,1,422
27083517,27083517-001,00 000 7741,1,2,89.0,2,,132.06,0.0,0,0,0,3.78,3.67,79224,50.0,"33,02",8307.0,72.0,,,,2025,1,1,70270,5323,71296,2,5530,2025.0,1,531
26088914,26088914-001,00 000 7741,1,2,820.0,2,,"192,72",0.0,"0,00","0,00","0,00","57,55","52,84",49393,35.0,"493,65",588.0,74.5,,,,2023,1,1,70270,3104,71296,2,2969,2023.0,1,1489
96563056,96563056-003,00 000 1366,1,1,543.0,4,,"719,15",0.0,"0,00","0,00","0,00","121,13","82,18",22453,43.0,"1.053,20",8252.0,1.0,,,,2023,10,5,70270,127,71296,2,506,2015.0,2,995
25900376,25900376-002,00 000 1357,1,2,1.034,4,,"271,36",0.0,"0,00","0,00","0,00","85,40","55,14",71384,40.0,"709,82",603.0,117.0,,,,2022,6,1,70270,3352,71295,1,10596,2022.0,1,817
9240974,09240974-006,00 000 7461,1,1,325.0,2,,"496,80",0.0,"0,00","0,00","0,00","37,25","43,35",21514,69.0,"388,28",603.0,,,,,2024,5,10,70270,472,71295,1,69,1975.0,1,57
24092356,24092356-009,00 000 1110,1,3,1.069,1,,"22,99",0.0,"0,00","0,00","0,00","15,42","6,73",25746,64.0,"79,50",5.0,,,,,2022,4,27,70270,206,71295,1,8635,2014.0,1,2172
26286836,26286836-002,00 000 1357,1,1,586.0,4,,"460,64",0.0,"0,00","0,00","0,00","84,75","57,33",41540,42.0,"733,71",5013.0,32.0,,,,2023,8,23,70270,2937,71296,2,2766,2023.0,1,1436
26481293,26481293-001,00 000 9240,1,1,455.0,2,,"232,80",0.0,"0,00","0,00","0,00","23,36","26,90",45896,51.0,"241,79",8566.0,195.0,,,,2024,1,1,70270,1921,71295,1,2804,2024.0,1,371
26068855,26068855-002,00 000 1366,0,3,233.0,4,,"34,04",0.0,"0,00","0,00","0,00","2,41","1,71",40885,82.0,"21,75",35.0,121.0,2024.0,8.0,21.0,2024,1,1,70270,1955,71295,1,1641,2023.0,1,1886
22225171,22225171-009,00 000 1761,1,2,820.0,3,,"351,98",0.0,"0,00","0,00","0,00","124,47","0,10",25591,56.0,"1.048,72",9101.0,116.5,,,,2023,1,1,70270,2460,71295,1,2201,1994.0,1,360
26383375,26383375-001,00 000 1369,0,3,347.0,4,,"138,84",0.0,"0,00","0,00","0,00","14,59","10,34",21279,76.0,"131,90",603.0,29.0,2024.0,12.0,13.0,2024,1,1,70270,2808,71295,1,2065,2024.0,1,1258
27234665,27234665-001,00 000 1394,1,2,30.0,4,,19.7,0.0,0,0,0,0.21,0.12,58455,71.0,"1,64",2115.0,,,,,2025,3,1,70270,871,71295,1,1379,2025.0,1,0
27042990,27042990-013,00 000 0311,1,2,193.0,1,,"592,33",0.0,"0,00","0,00","0,00","56,84","27,63",24376,998.0,"327,70",8566.0,,,,,2024,9,19,70271,218,71298,4,27,2021.0,1,0
25609402,25609402-003,00 000 8691,1,3,859.0,2,,"173,52",1.0,"730,18","730,18","734,59","36,89","36,33",26629,45.0,"346,09",588.0,166.5,,,,2022,11,23,70270,2522,71296,2,2272,2021.0,1,1400
25326082,25326082-003,12 270 2001,0,2,91.0,2,36.0,"435,94",0.0,"0,00","0,00","0,00","12,25","11,57",33102,45.0,"109,49",588.0,210.0,2024.0,3.0,27.0,2023,12,27,70270,1470,71295,1,1150,2020.0,1,762
26563654,26563654-001,00 000 7129,1,3,417.0,2,,"33,05",0.0,"0,00","0,00","0,00","3,37","3,49",73434,37.0,"33,38",3029.0,,,,,2024,2,8,70270,3999,71295,1,9665,2024.0,1,824
24302837,24302837-002,00 000 4942,1,2,598.0,2,,"167,58",0.0,"0,00","0,00","0,00","29,04","27,20",59063,30.0,"254,38",7593.0,1.0,,,,2023,8,11,70270,1932,71296,2,3797,2016.0,1,1253
26891200,26891200-001,00 000 1357,1,3,272.0,4,,"432,99",0.0,"0,00","0,00","0,00","37,06","25,03",8112,23.0,"323,54",5.0,118.0,,,,2024,7,2,70270,7650,71296,2,7415,2024.0,1,909
26433734,26433734-001,00 000 3735,1,3,455.0,2,,"32,02",0.0,"0,00","0,00","0,00","3,45","3,56",32278,64.0,"34,10",1313.0,57.0,,,,2024,1,1,70270,2630,71296,2,2414,2024.0,1,462
24928747,24928747-002,00 000 9240,1,3,612.0,2,,"194,60",2.0,"4.019,28","4.019,28","4.034,63","44,37","44,72",18196,42.0,"270,93",8004.0,193.32,,,,2023,7,28,70270,1731,71295,1,1400,2018.0,1,904
22422553,22422553-003,00 000 9771,1,2,780.0,2,,"262,31",0.0,"0,00","0,00","0,00","64,45","59,43",58511,50.0,"555,14",603.0,7.0,,,,2023,2,10,70270,3009,71295,1,2853,1997.0,1,1152
25788177,25788177-001,00 000 4946,1,1,1.185,2,,"377,76",1.0,"4.927,48","4.927,48","4.957,92","77,72","83,99",14480,54.0,"745,99",588.0,223.12,,,,2022,1,1,70270,2207,71295,1,4780,2022.0,1,262
26041680,26041680-002,00 000 7741,1,1,820.0,2,,"369,03",0.0,"0,00","0,00","0,00","71,44","77,79",53757,52.0,"695,60",1329.0,23.0,,,,2023,1,1,70270,1290,71295,1,8372,2023.0,1,464
25912266,25912266-002,00 000 2115,0,2,446.0,1,36.0,"493,24",0.0,"0,00","0,00","0,00","103,26","49,60",25980,29.0,"592,27",603.0,210.0,2024.0,9.0,19.0,2023,7,1,70270,159,71295,1,9755,2022.0,1,793
25791726,25791726-001,00 000 3706,1,1,455.0,2,,"216,22",0.0,"0,00","0,00","0,00","22,63","26,03",39221,61.0,"234,06",1726.0,44.0,,,,2024,1,1,70270,8131,71295,1,1636,2024.0,1,824
25382164,25382164-005,00 000 1383,1,3,444.0,4,,"205,64",0.0,"0,00","0,00","0,00","27,88","19,17",74597,40.0,"246,57",710.0,115.0,,,,2024,1,12,70270,8317,71295,1,7720,2020.0,1,2747
25706477,25706477-001,00 000 1362,0,2,1.096,4,,"339,98",0.0,"0,00","0,00","0,00","122,14","78,05",85051,45.0,"1.004,47",7107.0,175.0,2025.0,1.0,1.0,2022,1,1,70270,2885,71296,2,2951,2022.0,1,600
24360979,24360979-006,00 000 5085,0,3,994.0,2,998.0,"0,00",0.0,"0,00","0,00","0,00","36,54","35,73",32584,998.0,"339,20",8566.0,,2025.0,3.0,21.0,2022,7,1,70270,1365,71298,4,7847,2020.0,1,825
25807236,25807236-001,00 000 1362,1,1,1.185,4,,"79,50",0.0,"0,00","0,00","0,00","29,48","18,75",98597,76.0,"241,64",8212.0,30.0,,,,2022,1,1,70270,3014,71296,2,8691,2022.0,1,254
26372448,26372448-001,69 736 2844,1,1,455.0,2,,"255,86",0.0,"0,00","0,00","0,00","26,48","30,47",9599,38.0,"273,97",603.0,81.0,,,,2024,1,1,70270,1977,71295,1,1662,2024.0,1,580
26480920,26480920-001,00 000 8063,0,2,366.0,2,311.0,"273,83",0.0,"0,00","0,00","0,00","30,50","28,92",92281,40.0,"273,83",1004.0,94.0,2025.0,1.0,1.0,2024,1,1,70270,7502,71296,2,7335,2024.0,1,323
26022424,26022424-002,00 000 1357,0,2,0.0,4,,272.41,0.0,0,0,0,0.0,0.0,64404,60.0,"0,00",8004.0,72.0,2025.0,1.0,1.0,2025,1,1,70270,4974,71295,1,5177,2022.0,1,225
24147436,24147436-003,00 000 7767,1,2,620.0,2,,"141,53",0.0,"0,00","0,00","0,00","25,42","23,74",75031,57.0,"221,93",588.0,75.0,,,,2023,7,20,70270,1423,71296,2,1074,2014.0,1,508
26061366,26061366-007,00 000 2033,1,1,820.0,2,,"784,72",0.0,"0,00","0,00","0,00","137,16","150,15",4749,998.0,"1.343,09",9101.0,,,,,2023,1,1,70271,1274,71298,4,904,2022.0,1,898
25957194,25957194-001,00 000 1357,1,2,930.0,4,,"310,66",0.0,"0,00","0,00","0,00","84,44","55,06",35392,25.0,"707,37",2222.0,11.0,,,,2022,9,13,70270,3155,71296,2,4628,2022.0,1,498
26938606,26938606-001,00 000 1357,1,2,294.0,4,,"154,87",0.0,"0,00","0,00","0,00","14,47","9,59",61479,50.0,"125,19",5.0,9.0,,,,2024,6,10,70270,5068,71295,1,5279,2024.0,2,1396
22179321,22179321-003,00 000 0734,0,2,869.0,1,36.0,"216,75",0.0,"0,00","0,00","0,00","86,86","41,24",25853,999.0,"495,63",3333.0,31.768,2024.0,10.0,10.0,2022,5,25,70270,473,1515,5,8521,1994.0,2,858
25339921,25339921-011,00 000 1202,1,2,196.0,1,,"715,27",0.0,"0,00","0,00","0,00","70,26","34,15",90427,49.0,"405,03",3004.0,,,,,2024,9,16,70271,1377,71295,1,8194,2020.0,1,2431
25985305,25985305-003,00 000 1362,0,3,3.0,4,,"70,58",0.0,"0,00","0,00","0,00","0,07","0,05",35708,42.0,"0,59",3333.0,160.0,2023.0,8.0,19.0,2023,8,16,70270,4986,71295,1,9003,2021.0,1,292
25701864,25701864-002,00 000 1357,0,2,366.0,4,,"189,34",0.0,"0,00","0,00","0,00","20,94","14,60",14612,61.0,"189,34",603.0,83.028,2025.0,1.0,1.0,2024,1,1,70270,3220,71295,1,3115,2021.0,1,402
21141385,21141385-002,00 000 4433,1,3,992.0,2,,"21,47",0.0,"0,00","0,00","0,00","5,28","5,17",25923,66.0,"49,09",9755.0,,,,,2022,7,13,70270,576,71295,1,9340,1977.0,1,149
